timestamp,speed_kph,throttle,brake,clutch,gear,rpm,steer,lap_time
41.5,112.4,0.83,0.09,0.0,3,3259,0.04,41.5
41.6,169.1,0.82,0.05,0.0,5,5196,0.46,41.6
41.7,136.2,0.76,0.06,0.0,4,4127,-0.21,41.7
41.8,145.9,0.82,0.0,0.0,4,4352,-0.3,41.8
41.9,140.1,0.81,0.03,0.0,4,4094,0.01,41.9
42.0,150.3,0.89,0.05,0.0,4,4551,-0.09,42.0
42.1,91.2,0.73,0.05,0.0,3,2552,-0.16,42.1
42.2,150.4,0.77,0.01,0.0,4,4464,0.02,42.2
42.3,96.4,0.84,0.1,0.0,3,3033,-0.17,42.3
42.4,84.3,0.82,0.02,0.0,3,2391,0.34,42.4
42.5,72.0,0.9,0.08,0.0,2,2154,0.46,42.5
42.6,110.7,0.72,0.01,0.0,3,3403,0.3,42.6
42.7,135.3,0.81,0.09,0.0,4,4036,-0.28,42.7
42.8,128.5,0.75,0.05,0.0,4,4017,-0.48,42.8
42.9,148.2,0.83,0.03,0.0,4,4614,0.16,42.9
43.0,159.1,0.87,0.02,0.0,4,4726,0.25,43.0
43.1,121.6,0.86,0.05,0.0,4,3599,0.33,43.1
43.2,103.0,0.72,0.06,0.0,3,3034,0.07,43.2
43.3,99.2,0.77,0.1,0.0,3,2978,0.07,43.3
43.4,78.6,0.8,0.0,0.0,2,2244,-0.34,43.4
43.5,97.5,0.88,0.1,0.0,3,2832,-0.44,43.5
43.6,106.7,0.89,0.1,0.0,3,3167,-0.41,43.6
43.7,128.3,0.85,0.0,0.0,4,3854,0.19,43.7
43.8,162.9,0.72,0.03,0.0,5,5075,0.5,43.8
43.9,152.3,0.72,0.08,0.0,4,4653,0.31,43.9
44.0,75.8,0.85,0.08,0.0,2,2406,-0.19,44.0
44.1,85.7,0.84,0.06,0.0,3,2700,0.2,44.1
44.2,78.5,0.8,0.1,0.0,2,2296,-0.16,44.2
44.3,169.1,0.81,0.02,0.0,5,4918,0.16,44.3
44.4,84.2,0.87,0.1,0.0,3,2407,-0.46,44.4
44.5,94.7,0.9,0.05,0.0,3,2720,-0.01,44.5
44.6,111.1,0.78,0.04,0.0,3,3297,-0.12,44.6
44.7,159.7,0.79,0.0,0.0,4,4874,-0.12,44.7
44.8,86.3,0.88,0.05,0.0,3,2583,-0.45,44.8
44.9,100.0,0.85,0.03,0.0,3,3194,-0.25,44.9
45.0,161.3,0.72,0.07,0.0,5,4679,0.42,45.0
45.1,133.0,0.83,0.02,0.0,4,3975,-0.44,45.1
45.2,165.6,0.9,0.05,0.0,5,5110,-0.32,45.2
45.3,124.6,0.87,0.07,0.0,4,3582,0.22,45.3
45.4,117.7,0.76,0.01,0.0,3,3507,0.05,45.4
45.5,100.3,0.76,0.07,0.0,3,2876,-0.46,45.5
45.6,154.0,0.85,0.07,0.0,4,4467,-0.04,45.6
45.7,72.3,0.85,0.03,0.0,2,2291,0.1,45.7
45.8,72.0,0.73,0.04,0.0,2,2036,-0.16,45.8
45.9,141.0,0.81,0.07,0.0,4,4418,0.2,45.9
46.0,130.8,0.85,0.05,0.0,4,3967,0.32,46.0
46.1,74.5,0.79,0.01,0.0,2,2173,-0.33,46.1
46.2,101.7,0.86,0.03,0.0,3,3068,0.31,46.2
46.3,136.1,0.85,0.0,0.0,4,4038,0.4,46.3
46.4,111.9,0.8,0.07,0.0,3,3496,0.14,46.4
46.5,123.5,0.8,0.04,0.0,4,3610,-0.26,46.5
46.6,166.0,0.86,0.01,0.0,5,4985,-0.43,46.6
46.7,142.5,0.88,0.1,0.0,4,4304,0.17,46.7
46.8,104.0,0.84,0.04,0.0,3,3244,0.13,46.8
46.9,130.7,0.89,0.04,0.0,4,4001,-0.29,46.9
47.0,157.3,0.81,0.06,0.0,4,4698,-0.23,47.0
47.1,149.7,0.77,0.01,0.0,4,4307,0.2,47.1
47.2,84.9,0.86,0.02,0.0,3,2489,0.24,47.2
47.3,146.0,0.83,0.06,0.0,4,4579,-0.23,47.3
47.4,128.3,0.84,0.09,0.0,4,3782,0.03,47.4
47.5,106.6,0.74,0.06,0.0,3,3066,-0.02,47.5
47.6,136.3,0.8,0.08,0.0,4,3992,0.15,47.6
47.7,138.4,0.76,0.02,0.0,4,4078,0.27,47.7
47.8,165.9,0.79,0.04,0.0,5,4896,0.2,47.8
47.9,118.6,0.74,0.01,0.0,3,3477,-0.09,47.9
48.0,167.1,0.87,0.06,0.0,5,4813,0.47,48.0
48.1,121.5,0.88,0.1,0.0,4,3700,-0.4,48.1
48.2,151.3,0.78,0.09,0.0,4,4440,0.09,48.2
48.3,156.0,0.83,0.09,0.0,4,4579,-0.44,48.3
48.4,76.7,0.73,0.06,0.0,2,2224,-0.44,48.4
48.5,106.7,0.83,0.02,0.0,3,3124,0.22,48.5
48.6,164.5,0.85,0.04,0.0,5,4836,0.18,48.6
48.7,127.8,0.77,0.07,0.0,4,3669,-0.11,48.7
48.8,149.3,0.78,0.03,0.0,4,4484,-0.07,48.8
48.9,103.8,0.87,0.05,0.0,3,3058,-0.37,48.9
49.0,93.3,0.86,0.08,0.0,3,2656,0.19,49.0
49.1,98.5,0.72,0.05,0.0,3,2917,-0.13,49.1
49.2,84.7,0.78,0.06,0.0,3,2643,0.14,49.2
49.3,88.0,0.89,0.1,0.0,3,2815,-0.15,49.3
49.4,82.7,0.79,0.0,0.0,3,2451,-0.45,49.4
49.5,112.8,0.8,0.07,0.0,3,3526,-0.39,49.5
49.6,127.4,0.9,0.07,0.0,4,3741,0.2,49.6
49.7,83.0,0.78,0.06,0.0,3,2535,-0.46,49.7
49.8,105.7,0.85,0.01,0.0,3,3080,0.49,49.8
49.9,159.0,0.86,0.06,0.0,4,4935,-0.14,49.9
50.0,125.1,0.76,0.07,0.0,4,3731,-0.21,50.0
50.1,144.2,0.75,0.06,0.0,4,4378,-0.09,50.1
50.2,156.8,0.78,0.02,0.0,4,4712,-0.07,50.2
50.3,103.7,0.88,0.08,0.0,3,3056,-0.25,50.3
50.4,135.1,0.84,0.07,0.0,4,3874,0.22,50.4
50.5,103.5,0.73,0.09,0.0,3,3205,0.08,50.5
50.6,129.9,0.72,0.01,0.0,4,4052,-0.19,50.6
50.7,142.4,0.86,0.07,0.0,4,4410,-0.1,50.7
50.8,160.2,0.78,0.08,0.0,5,4770,0.47,50.8
50.9,128.3,0.89,0.07,0.0,4,3864,0.06,50.9
51.0,80.8,0.86,0.05,0.0,3,2351,0.13,51.0
51.1,138.8,0.84,0.04,0.0,4,4177,0.47,51.1
51.2,135.9,0.84,0.01,0.0,4,4200,0.29,51.2
51.3,71.0,0.74,0.08,0.0,2,1976,0.11,51.3
51.4,74.7,0.75,0.05,0.0,2,2250,-0.4,51.4
51.5,119.2,0.86,0.02,0.0,3,3535,0.22,51.5
51.6,98.1,0.77,0.03,0.0,3,2932,0.31,51.6
51.7,128.0,0.89,0.0,0.0,4,3766,-0.02,51.7
51.8,162.0,0.9,0.02,0.0,5,4972,-0.07,51.8
51.9,149.5,0.75,0.02,0.0,4,4475,0.5,51.9
52.0,169.6,0.9,0.01,0.0,5,5125,0.4,52.0
52.1,78.4,0.73,0.03,0.0,2,2329,0.3,52.1
52.2,135.8,0.73,0.04,0.0,4,4225,-0.24,52.2
52.3,76.1,0.73,0.1,0.0,2,2468,-0.14,52.3
52.4,148.2,0.85,0.07,0.0,4,4488,0.27,52.4
52.5,155.1,0.8,0.08,0.0,4,4696,0.31,52.5
52.6,85.5,0.89,0.05,0.0,3,2746,-0.0,52.6
52.7,85.3,0.86,0.08,0.0,3,2369,0.09,52.7
52.8,119.4,0.83,0.08,0.0,3,3470,-0.25,52.8
52.9,121.8,0.84,0.04,0.0,4,3581,-0.36,52.9
53.0,132.1,0.76,0.08,0.0,4,3977,-0.17,53.0
53.1,101.2,0.86,0.01,0.0,3,2958,0.48,53.1
53.2,140.2,0.73,0.09,0.0,4,4124,-0.5,53.2
53.3,87.1,0.74,0.1,0.0,3,2443,-0.02,53.3
53.4,102.8,0.78,0.01,0.0,3,3062,0.0,53.4
53.5,129.8,0.75,0.02,0.0,4,3933,0.05,53.5
53.6,169.3,0.89,0.1,0.0,5,4972,-0.39,53.6
53.7,139.2,0.77,0.02,0.0,4,4375,0.34,53.7
53.8,158.3,0.79,0.1,0.0,4,4776,-0.12,53.8
53.9,84.4,0.87,0.04,0.0,3,2435,-0.07,53.9
54.0,73.4,0.89,0.05,0.0,2,2211,0.13,54.0
54.1,94.0,0.82,0.09,0.0,3,2805,0.49,54.1
54.2,127.1,0.77,0.04,0.0,4,3850,0.16,54.2
54.3,149.7,0.74,0.02,0.0,4,4322,0.05,54.3
54.4,144.6,0.85,0.07,0.0,4,4200,0.12,54.4
54.5,73.8,0.83,0.07,0.0,2,2211,-0.25,54.5
54.6,124.0,0.75,0.02,0.0,4,3886,-0.01,54.6
54.7,99.0,0.86,0.01,0.0,3,3162,-0.06,54.7
54.8,125.4,0.77,0.04,0.0,4,3893,-0.36,54.8
54.9,77.9,0.74,0.06,0.0,2,2382,0.36,54.9
55.0,147.2,0.82,0.07,0.0,4,4544,0.32,55.0
55.1,143.2,0.86,0.1,0.0,4,4272,-0.09,55.1
55.2,92.8,0.88,0.1,0.0,3,2609,0.17,55.2
55.3,70.7,0.89,0.1,0.0,2,1997,-0.4,55.3
55.4,102.1,0.8,0.08,0.0,3,2943,-0.14,55.4
55.5,90.5,0.83,0.08,0.0,3,2802,-0.33,55.5
55.6,113.7,0.79,0.08,0.0,3,3399,-0.16,55.6
55.7,126.2,0.8,0.01,0.0,4,3890,-0.06,55.7
55.8,79.5,0.88,0.07,0.0,2,2257,0.13,55.8
55.9,88.6,0.76,0.05,0.0,3,2702,-0.26,55.9
56.0,136.0,0.86,0.02,0.0,4,4253,0.45,56.0
56.1,129.0,0.77,0.09,0.0,4,4027,-0.4,56.1
56.2,124.8,0.77,0.05,0.0,4,3877,0.16,56.2
56.3,94.3,0.88,0.03,0.0,3,2671,-0.08,56.3
56.4,160.2,0.85,0.02,0.0,5,4885,-0.47,56.4
56.5,94.1,0.76,0.03,0.0,3,2794,0.14,56.5
56.6,144.8,0.76,0.1,0.0,4,4299,-0.13,56.6
56.7,135.7,0.73,0.05,0.0,4,4255,0.09,56.7
56.8,81.1,0.85,0.09,0.0,3,2255,0.49,56.8
56.9,148.9,0.88,0.1,0.0,4,4351,0.08,56.9
57.0,137.0,0.74,0.01,0.0,4,3939,0.35,57.0
57.1,142.1,0.83,0.01,0.0,4,4386,0.03,57.1
57.2,101.0,0.88,0.02,0.0,3,3023,-0.03,57.2
57.3,150.8,0.75,0.04,0.0,4,4588,-0.27,57.3
57.4,130.8,0.86,0.04,0.0,4,3809,-0.19,57.4
57.5,114.9,0.75,0.01,0.0,3,3248,0.46,57.5
57.6,120.7,0.85,0.04,0.0,4,3615,-0.35,57.6
57.7,85.5,0.76,0.07,0.0,3,2496,-0.21,57.7
57.8,144.2,0.86,0.0,0.0,4,4164,0.48,57.8
57.9,162.0,0.79,0.08,0.0,5,4975,-0.39,57.9
58.0,165.7,0.85,0.06,0.0,5,5141,-0.27,58.0
58.1,99.4,0.87,0.02,0.0,3,3058,0.28,58.1
58.2,119.3,0.77,0.06,0.0,3,3566,-0.41,58.2
58.3,122.4,0.79,0.01,0.0,4,3734,0.12,58.3
58.4,118.9,0.78,0.08,0.0,3,3683,-0.16,58.4
58.5,127.4,0.74,0.04,0.0,4,3860,-0.49,58.5
58.6,74.7,0.75,0.06,0.0,2,2378,0.41,58.6
58.7,150.7,0.85,0.04,0.0,4,4380,0.34,58.7
58.8,131.9,0.89,0.07,0.0,4,4077,-0.27,58.8
58.9,161.0,0.82,0.06,0.0,5,4958,0.05,58.9
59.0,77.1,0.79,0.07,0.0,2,2186,0.36,59.0
59.1,104.5,0.89,0.02,0.0,3,3272,-0.26,59.1
59.2,83.4,0.79,0.02,0.0,3,2407,-0.13,59.2
59.3,143.9,0.76,0.05,0.0,4,4269,-0.45,59.3
59.4,118.1,0.73,0.06,0.0,3,3583,0.4,59.4
59.5,76.7,0.77,0.09,0.0,2,2494,-0.07,59.5
59.6,79.5,0.75,0.09,0.0,2,2281,0.39,59.6
59.7,130.9,0.88,0.02,0.0,4,3987,0.49,59.7
59.8,137.0,0.85,0.06,0.0,4,4304,0.5,59.8
59.9,122.1,0.89,0.01,0.0,4,3549,-0.2,59.9
60.0,139.5,0.83,0.05,0.0,4,4281,0.0,60.0
60.1,141.5,0.72,0.05,0.0,4,4267,0.26,60.1
60.2,157.4,0.74,0.06,0.0,4,4631,0.42,60.2
60.3,70.6,0.77,0.01,0.0,2,2266,-0.01,60.3
60.4,132.6,0.89,0.06,0.0,4,3985,0.34,60.4
60.5,95.8,0.88,0.01,0.0,3,3059,0.2,60.5
60.6,166.6,0.85,0.07,0.0,5,5193,0.44,60.6
60.7,84.2,0.84,0.03,0.0,3,2410,-0.37,60.7
60.8,133.6,0.74,0.07,0.0,4,4049,-0.35,60.8
60.9,144.1,0.88,0.01,0.0,4,4194,0.44,60.9
61.0,130.1,0.77,0.08,0.0,4,3870,-0.27,61.0
61.1,112.8,0.73,0.04,0.0,3,3211,-0.29,61.1
61.2,154.6,0.73,0.09,0.0,4,4665,-0.4,61.2
61.3,160.3,0.83,0.06,0.0,5,4765,-0.2,61.3
61.4,73.0,0.84,0.06,0.0,2,2289,-0.23,61.4
61.5,77.8,0.77,0.0,0.0,2,2510,-0.11,61.5
61.6,152.8,0.88,0.02,0.0,4,4688,-0.3,61.6
61.7,144.5,0.74,0.08,0.0,4,4465,0.37,61.7
61.8,157.2,0.81,0.02,0.0,4,4605,-0.25,61.8
61.9,94.3,0.73,0.05,0.0,3,2881,0.24,61.9
62.0,112.5,0.83,0.05,0.0,3,3308,0.22,62.0
62.1,91.9,0.86,0.04,0.0,3,2873,-0.48,62.1
62.2,72.6,0.76,0.0,0.0,2,2154,-0.44,62.2
62.3,160.6,0.84,0.05,0.0,5,4771,0.2,62.3
62.4,104.4,0.77,0.06,0.0,3,3181,-0.29,62.4
62.5,100.1,0.88,0.05,0.0,3,2865,-0.09,62.5
62.6,125.9,0.82,0.07,0.0,4,3800,0.02,62.6
62.7,89.5,0.76,0.02,0.0,3,2863,0.25,62.7
62.8,86.7,0.75,0.03,0.0,3,2494,0.06,62.8
62.9,157.2,0.78,0.01,0.0,4,4679,-0.44,62.9
63.0,86.3,0.74,0.04,0.0,3,2500,-0.38,63.0
63.1,165.9,0.72,0.1,0.0,5,5115,-0.37,63.1
63.2,151.7,0.81,0.0,0.0,4,4466,0.22,63.2
63.3,74.5,0.76,0.09,0.0,2,2326,0.11,63.3
63.4,78.5,0.89,0.07,0.0,2,2495,-0.1,63.4
63.5,104.8,0.75,0.02,0.0,3,3124,-0.1,63.5
63.6,108.3,0.8,0.0,0.0,3,3134,0.03,63.6
63.7,101.2,0.74,0.03,0.0,3,3000,0.07,63.7
63.8,103.4,0.84,0.08,0.0,3,3240,-0.1,63.8
63.9,106.3,0.89,0.02,0.0,3,3210,-0.21,63.9
64.0,74.1,0.77,0.05,0.0,2,2321,0.22,64.0
64.1,96.9,0.77,0.02,0.0,3,2865,0.19,64.1
64.2,72.7,0.87,0.06,0.0,2,2108,0.42,64.2
64.3,154.6,0.76,0.06,0.0,4,4738,-0.41,64.3
64.4,152.4,0.76,0.04,0.0,4,4600,0.22,64.4
64.5,82.9,0.78,0.04,0.0,3,2313,0.48,64.5
64.6,120.6,0.83,0.05,0.0,4,3647,0.43,64.6
64.7,163.7,0.79,0.06,0.0,5,4927,0.3,64.7
64.8,150.1,0.77,0.09,0.0,4,4403,0.46,64.8
64.9,115.9,0.84,0.02,0.0,3,3512,0.43,64.9
65.0,163.1,0.8,0.07,0.0,5,5061,0.12,65.0
65.1,134.9,0.87,0.1,0.0,4,4166,-0.27,65.1
65.2,83.5,0.88,0.09,0.0,3,2426,0.23,65.2
65.3,87.2,0.82,0.04,0.0,3,2710,-0.07,65.3
65.4,139.2,0.87,0.01,0.0,4,3987,0.34,65.4
65.5,91.2,0.89,0.01,0.0,3,2670,0.09,65.5
65.6,135.2,0.86,0.07,0.0,4,4174,0.48,65.6
65.7,116.9,0.83,0.06,0.0,3,3556,-0.41,65.7
65.8,91.9,0.74,0.01,0.0,3,2626,-0.11,65.8
65.9,104.0,0.85,0.02,0.0,3,3135,0.38,65.9
66.0,162.3,0.77,0.07,0.0,5,4677,-0.02,66.0
66.1,123.1,0.88,0.01,0.0,4,3764,-0.39,66.1
66.2,130.4,0.79,0.04,0.0,4,3996,0.46,66.2
66.3,160.3,0.84,0.09,0.0,5,4658,-0.24,66.3
66.4,126.2,0.82,0.06,0.0,4,3630,-0.15,66.4
66.5,131.8,0.88,0.09,0.0,4,4092,0.44,66.5
66.6,71.3,0.82,0.02,0.0,2,2034,0.43,66.6
66.7,79.9,0.8,0.04,0.0,2,2422,-0.02,66.7
66.8,153.1,0.74,0.02,0.0,4,4774,-0.39,66.8
66.9,163.7,0.79,0.07,0.0,5,4743,-0.07,66.9
67.0,140.3,0.78,0.09,0.0,4,4176,0.4,67.0
67.1,132.7,0.77,0.03,0.0,4,4002,-0.2,67.1
67.2,146.2,0.89,0.03,0.0,4,4186,-0.09,67.2
67.3,105.4,0.83,0.06,0.0,3,3200,0.44,67.3
67.4,108.2,0.82,0.05,0.0,3,3099,-0.45,67.4
67.5,164.1,0.81,0.08,0.0,5,4954,0.26,67.5
67.6,168.6,0.85,0.01,0.0,5,5035,0.12,67.6
67.7,107.8,0.76,0.01,0.0,3,3374,-0.11,67.7
67.8,139.9,0.74,0.06,0.0,4,4176,-0.11,67.8
67.9,85.4,0.78,0.07,0.0,3,2534,-0.43,67.9
68.0,107.2,0.9,0.07,0.0,3,3248,0.08,68.0
68.1,70.0,0.83,0.02,0.0,2,2042,0.4,68.1
68.2,156.8,0.81,0.04,0.0,4,4838,-0.1,68.2
68.3,72.4,0.84,0.05,0.0,2,2189,0.07,68.3
68.4,91.5,0.79,0.0,0.0,3,2793,-0.04,68.4
68.5,163.2,0.89,0.07,0.0,5,4951,0.2,68.5
68.6,111.9,0.84,0.01,0.0,3,3349,-0.1,68.6
68.7,165.2,0.78,0.06,0.0,5,4896,-0.26,68.7
68.8,165.5,0.9,0.07,0.0,5,4996,0.0,68.8
68.9,117.2,0.72,0.1,0.0,3,3685,-0.34,68.9
69.0,153.1,0.78,0.07,0.0,4,4711,-0.26,69.0
69.1,120.7,0.78,0.0,0.0,4,3636,0.42,69.1
69.2,145.8,0.82,0.06,0.0,4,4310,-0.16,69.2
69.3,161.4,0.75,0.04,0.0,5,5008,0.22,69.3
69.4,118.6,0.84,0.1,0.0,3,3705,0.27,69.4
69.5,137.5,0.81,0.06,0.0,4,4223,-0.36,69.5
69.6,160.5,0.78,0.02,0.0,5,4932,0.12,69.6
69.7,97.8,0.86,0.02,0.0,3,3014,-0.22,69.7
69.8,105.2,0.74,0.04,0.0,3,3015,0.29,69.8
69.9,169.7,0.75,0.09,0.0,5,5137,0.36,69.9
70.0,92.7,0.87,0.08,0.0,3,2871,0.38,70.0
70.1,115.5,0.8,0.07,0.0,3,3517,-0.24,70.1
70.2,140.1,0.79,0.01,0.0,4,4022,-0.11,70.2
70.3,108.1,0.78,0.09,0.0,3,3348,0.01,70.3
70.4,73.6,0.79,0.04,0.0,2,2217,0.26,70.4
70.5,74.7,0.85,0.09,0.0,2,2311,-0.14,70.5
70.6,83.5,0.88,0.06,0.0,3,2440,-0.37,70.6
70.7,141.5,0.79,0.03,0.0,4,4180,-0.49,70.7
70.8,73.1,0.81,0.02,0.0,2,2380,0.09,70.8
70.9,123.0,0.87,0.08,0.0,4,3844,-0.29,70.9
71.0,100.0,0.73,0.02,0.0,3,3169,-0.26,71.0
71.1,84.9,0.85,0.01,0.0,3,2508,0.18,71.1
71.2,83.9,0.75,0.09,0.0,3,2558,-0.01,71.2
71.3,140.2,0.81,0.03,0.0,4,4180,-0.03,71.3
71.4,141.0,0.86,0.02,0.0,4,4199,-0.24,71.4
71.5,152.4,0.82,0.03,0.0,4,4529,0.35,71.5
71.6,130.8,0.86,0.06,0.0,4,4114,0.45,71.6
71.7,89.4,0.82,0.01,0.0,3,2490,0.08,71.7
71.8,100.9,0.82,0.05,0.0,3,2925,-0.33,71.8
71.9,128.9,0.84,0.01,0.0,4,3757,-0.22,71.9
72.0,169.6,0.74,0.03,0.0,5,4995,0.17,72.0
72.1,96.9,0.79,0.05,0.0,3,2783,-0.03,72.1
72.2,100.2,0.76,0.06,0.0,3,3099,0.24,72.2
72.3,81.5,0.84,0.05,0.0,3,2503,0.04,72.3
72.4,144.5,0.85,0.01,0.0,4,4499,0.22,72.4
72.5,98.0,0.89,0.08,0.0,3,2790,0.38,72.5
72.6,113.0,0.82,0.08,0.0,3,3361,0.33,72.6
72.7,117.0,0.77,0.05,0.0,3,3628,-0.25,72.7
72.8,106.6,0.85,0.06,0.0,3,3198,-0.49,72.8
72.9,130.1,0.82,0.05,0.0,4,3729,0.37,72.9
73.0,100.6,0.85,0.04,0.0,3,2921,0.27,73.0
73.1,89.0,0.87,0.05,0.0,3,2689,0.1,73.1
73.2,102.6,0.78,0.09,0.0,3,3217,-0.06,73.2
73.3,111.2,0.86,0.07,0.0,3,3282,-0.29,73.3
73.4,140.9,0.73,0.06,0.0,4,4364,-0.15,73.4
73.5,114.3,0.73,0.04,0.0,3,3370,-0.21,73.5
73.6,93.0,0.84,0.06,0.0,3,2836,0.23,73.6
73.7,161.2,0.79,0.02,0.0,5,4670,-0.12,73.7
73.8,74.9,0.74,0.08,0.0,2,2438,0.07,73.8
73.9,84.8,0.87,0.07,0.0,3,2721,0.25,73.9
74.0,88.6,0.83,0.01,0.0,3,2681,-0.11,74.0
74.1,91.8,0.76,0.07,0.0,3,2673,0.14,74.1
74.2,100.6,0.86,0.08,0.0,3,2877,0.42,74.2
74.3,164.9,0.79,0.07,0.0,5,4773,0.2,74.3
74.4,119.3,0.73,0.09,0.0,3,3474,0.31,74.4
74.5,95.3,0.78,0.01,0.0,3,2804,-0.27,74.5
74.6,151.3,0.74,0.08,0.0,4,4482,-0.28,74.6
74.7,85.3,0.84,0.02,0.0,3,2534,-0.42,74.7
74.8,108.7,0.82,0.04,0.0,3,3311,-0.34,74.8
74.9,90.9,0.88,0.02,0.0,3,2820,-0.4,74.9
75.0,161.1,0.9,0.03,0.0,5,4909,-0.46,75.0
75.1,78.1,0.72,0.05,0.0,2,2452,0.13,75.1
75.2,79.4,0.84,0.09,0.0,2,2516,-0.12,75.2
75.3,85.8,0.81,0.08,0.0,3,2618,0.31,75.3
75.4,164.2,0.8,0.01,0.0,5,4875,0.24,75.4
75.5,74.5,0.86,0.03,0.0,2,2039,-0.31,75.5
75.6,150.1,0.9,0.07,0.0,4,4338,0.05,75.6
75.7,129.5,0.78,0.03,0.0,4,4052,-0.19,75.7
75.8,154.6,0.74,0.07,0.0,4,4813,0.07,75.8
75.9,105.0,0.88,0.04,0.0,3,3197,0.3,75.9
76.0,131.4,0.88,0.08,0.0,4,3934,0.37,76.0
76.1,97.9,0.85,0.05,0.0,3,2751,-0.29,76.1
76.2,120.3,0.77,0.1,0.0,4,3656,0.21,76.2
76.3,103.2,0.73,0.05,0.0,3,3175,-0.24,76.3
76.4,93.2,0.74,0.02,0.0,3,2647,0.33,76.4
76.5,121.9,0.84,0.08,0.0,4,3812,-0.03,76.5
76.6,88.9,0.79,0.08,0.0,3,2519,-0.27,76.6
76.7,130.9,0.76,0.07,0.0,4,3801,0.31,76.7
76.8,89.8,0.76,0.08,0.0,3,2809,0.46,76.8
76.9,92.3,0.86,0.01,0.0,3,2616,0.09,76.9
77.0,128.1,0.84,0.01,0.0,4,3818,-0.47,77.0
77.1,127.1,0.79,0.01,0.0,4,3804,-0.11,77.1
77.2,140.2,0.84,0.01,0.0,4,4113,0.3,77.2
77.3,118.1,0.88,0.01,0.0,3,3562,-0.07,77.3
77.4,77.5,0.83,0.01,0.0,2,2176,-0.3,77.4
77.5,133.7,0.73,0.05,0.0,4,3837,0.36,77.5
77.6,155.1,0.77,0.03,0.0,4,4777,-0.22,77.6
77.7,76.6,0.88,0.03,0.0,2,2318,0.25,77.7
77.8,106.7,0.73,0.02,0.0,3,3279,0.34,77.8
77.9,155.2,0.81,0.01,0.0,4,4763,0.05,77.9
78.0,158.1,0.76,0.05,0.0,4,4868,-0.17,78.0
78.1,96.1,0.86,0.09,0.0,3,2806,-0.06,78.1
78.2,122.1,0.76,0.04,0.0,4,3706,0.03,78.2
78.3,143.3,0.86,0.03,0.0,4,4206,-0.17,78.3
78.4,98.2,0.87,0.08,0.0,3,3088,-0.2,78.4
78.5,116.5,0.77,0.08,0.0,3,3348,-0.21,78.5
78.6,70.4,0.86,0.05,0.0,2,2181,-0.33,78.6
78.7,151.9,0.88,0.04,0.0,4,4409,0.28,78.7
78.8,106.1,0.73,0.04,0.0,3,3179,-0.02,78.8
78.9,154.6,0.89,0.1,0.0,4,4652,0.11,78.9
79.0,134.2,0.76,0.07,0.0,4,3934,0.21,79.0
79.1,114.1,0.88,0.09,0.0,3,3566,0.36,79.1
79.2,87.1,0.82,0.0,0.0,3,2691,-0.49,79.2
79.3,134.1,0.84,0.06,0.0,4,3877,-0.24,79.3
79.4,79.6,0.86,0.04,0.0,2,2472,-0.04,79.4
79.5,155.0,0.79,0.09,0.0,4,4646,0.41,79.5
79.6,116.3,0.87,0.09,0.0,3,3554,0.3,79.6
79.7,148.0,0.82,0.02,0.0,4,4314,-0.27,79.7
79.8,116.7,0.8,0.02,0.0,3,3546,-0.31,79.8
79.9,165.2,0.86,0.04,0.0,5,4786,0.29,79.9
80.0,124.0,0.77,0.02,0.0,4,3823,0.03,80.0
80.1,114.4,0.8,0.06,0.0,3,3630,0.08,80.1
80.2,119.0,0.9,0.01,0.0,3,3380,0.08,80.2
80.3,159.4,0.84,0.0,0.0,4,4899,0.0,80.3
80.4,108.7,0.73,0.05,0.0,3,3108,0.13,80.4
80.5,163.3,0.74,0.09,0.0,5,4876,-0.4,80.5
80.6,101.0,0.8,0.04,0.0,3,3113,0.47,80.6
80.7,135.3,0.8,0.06,0.0,4,3979,0.07,80.7
80.8,121.3,0.75,0.07,0.0,4,3766,-0.07,80.8
80.9,135.7,0.81,0.07,0.0,4,4232,0.37,80.9
81.0,118.3,0.72,0.06,0.0,3,3354,-0.37,81.0
81.1,125.4,0.88,0.07,0.0,4,3830,0.07,81.1
81.2,140.2,0.78,0.09,0.0,4,4064,0.25,81.2
81.3,137.0,0.81,0.1,0.0,4,4011,-0.28,81.3
81.4,86.8,0.79,0.0,0.0,3,2531,0.0,81.4
81.5,96.9,0.74,0.09,0.0,3,2824,-0.41,81.5
81.6,86.0,0.81,0.02,0.0,3,2650,0.43,81.6
81.7,169.5,0.86,0.03,0.0,5,5015,0.19,81.7
81.8,165.9,0.77,0.04,0.0,5,4885,-0.47,81.8
81.9,142.3,0.74,0.01,0.0,4,4293,0.36,81.9
82.0,79.0,0.89,0.02,0.0,2,2546,0.02,82.0
82.1,110.4,0.86,0.03,0.0,3,3316,-0.24,82.1
82.2,126.0,0.77,0.03,0.0,4,3774,-0.46,82.2
82.3,139.0,0.78,0.06,0.0,4,4355,-0.14,82.3
82.4,147.9,0.8,0.03,0.0,4,4410,0.16,82.4
82.5,112.3,0.87,0.1,0.0,3,3307,0.45,82.5
82.6,96.8,0.73,0.0,0.0,3,3100,0.41,82.6
82.7,151.0,0.89,0.09,0.0,4,4602,-0.15,82.7
82.8,99.2,0.82,0.03,0.0,3,2957,-0.07,82.8
82.9,139.6,0.88,0.02,0.0,4,3997,-0.1,82.9
83.0,116.9,0.83,0.05,0.0,3,3702,-0.17,83.0
